组播测试,#genre#
湖南卫视,http://121.24.98.123:8090/hls/56/index.m3u8
湖北卫视,http://121.24.98.123:8090/hls/57/index.m3u8
四川卫视,http://121.24.98.123:8090/hls/58/index.m3u8
新疆卫视,http://121.24.98.123:8090/hls/61/index.m3u8
永年新闻综合,http://121.24.98.123:8090/hls/62/index.m3u8
健康频道,http://121.24.98.123:8090/hls/63/index.m3u8
永年民生,http://121.24.98.123:8090/hls/64/index.m3u8
永年影视,http://121.24.98.123:8090/hls/65/index.m3u8
陶瓷,http://121.24.98.123:8090/hls/66/index.m3u8
CETV-1,http://121.24.98.123:8090/hls/67/index.m3u8
西藏卫视,http://121.24.98.123:8090/hls/68/index.m3u8
三佳购物,http://121.24.98.123:8090/hls/69/index.m3u8
凤凰资讯,http://121.24.98.123:8090/hls/70/index.m3u8
金鹰卡通,http://121.24.98.123:8090/hls/72/index.m3u8
中华美食,http://121.24.98.123:8090/hls/73/index.m3u8
游戏竞技,http://121.24.98.123:8090/hls/74/index.m3u8
中国交通,http://121.24.98.123:8090/hls/76/index.m3u8
上海东方,http://121.24.98.123:8090/hls/77/index.m3u8
重庆卫视,http://121.24.98.123:8090/hls/78/index.m3u8
浙江卫视,http://121.24.98.123:8090/hls/79/index.m3u8
海南旅游,http://121.24.98.123:8090/hls/80/index.m3u8
安徽卫视,http://121.24.98.123:8090/hls/81/index.m3u8
广东卫视,http://121.24.98.123:8090/hls/82/index.m3u8
卡酷动画,http://121.24.98.123:8090/hls/83/index.m3u8
深圳卫视,http://121.24.98.123:8090/hls/84/index.m3u8
广西卫视,http://121.24.98.123:8090/hls/85/index.m3u8
陕西卫视,http://121.24.98.123:8090/hls/86/index.m3u8
邯郸新闻频道,http://121.24.98.123:8090/hls/87/index.m3u8
邯郸公共,http://121.24.98.123:8090/hls/88/index.m3u8
邯郸科教,http://121.24.98.123:8090/hls/89/index.m3u8
动作电影,http://121.24.98.123:8090/hls/98/index.m3u8
CCTV-5+,http://121.24.98.123:8090/hls/5/index.m3u8
相声小品,http://121.24.98.123:8090/hls/101/index.m3u8
魅力时尚,http://121.24.98.123:8090/hls/102/index.m3u8
经典电影,http://121.24.98.123:8090/hls/103/index.m3u8
热播剧场,http://121.24.98.123:8090/hls/104/index.m3u8
少儿动画,http://121.24.98.123:8090/hls/105/index.m3u8
野外,http://121.24.98.123:8090/hls/106/index.m3u8
谍战剧场,http://121.24.98.123:8090/hls/107/index.m3u8
纪实人文,http://121.24.98.123:8090/hls/108/index.m3u8
测试-1,http://121.24.98.123:8090/hls/109/index.m3u8
测试-2,http://121.24.98.123:8090/hls/110/index.m3u8
测试-3,http://121.24.98.123:8090/hls/111/index.m3u8
河北杂技频道,http://123.182.163.173:8989/rtp/239.254.201.139:7203
睛彩河北,http://123.182.163.173:8989/rtp/239.254.200.27:6000
河北农民,http://123.182.163.173:8989/rtp/239.254.200.23:6000
河北公共,http://123.182.163.173:8989/rtp/239.254.200.22:6000
河北少儿科教,http://123.182.163.173:8989/rtp/239.254.200.21:6000
河北影视剧,http://123.182.163.173:8989/rtp/239.254.200.20:6000
河北都市,http://123.182.163.173:8989/rtp/239.254.200.19:6000
河北卫视,http://123.182.163.173:8989/rtp/239.254.200.174:6000
CCTV-1,http://123.182.163.173:8989/rtp/239.254.200.45:8008
CCTV-2,http://123.182.163.173:8989/rtp/239.254.200.158:6000
CCTV-3,http://123.182.163.173:8989/rtp/239.254.200.13:6000
CCTV-4,http://123.182.163.173:8989/rtp/239.254.200.190:6307
CCTV-5,http://123.182.163.173:8989/rtp/239.254.200.14:6000
CCTV-6,http://123.182.163.173:8989/rtp/239.254.200.15:6000
CCTV-7,http://123.182.163.173:8989/rtp/239.254.200.159:6000
CCTV-8,http://123.182.163.173:8989/rtp/239.254.200.16:6000
CCTV-9,http://123.182.163.173:8989/rtp/239.254.200.59:8112
CCTV-10,http://123.182.163.173:8989/rtp/239.254.200.160:6000
CCTV-11,http://123.182.163.173:8989/rtp/239.254.201.123:8120
CCTV-12,http://123.182.163.173:8989/rtp/239.254.200.161:6000
CCTV-13,http://123.182.163.173:8989/rtp/239.254.200.9:8264
CCTV-14,http://123.182.163.173:8989/rtp/239.254.200.162:6000
CCTV-15,http://123.182.163.173:8989/rtp/239.254.201.124:8136
CCTV-奥林匹克4K,http://123.182.163.173:8989/rtp/239.254.201.150:6345
CCTV-17,http://123.182.163.173:8989/rtp/239.254.201.120:8144
CCTV-5+高清,http://123.182.163.173:8989/rtp/239.254.200.46:8004
CGTN,http://123.182.163.173:8989/rtp/239.254.200.12:8056
CCTV-3高清,http://123.182.163.173:8989/rtp/239.254.201.152:7205
CCTV-5高清,http://123.182.163.173:8989/rtp/239.254.201.153:7206
CCTV-6高清,http://123.182.163.173:8989/rtp/239.254.201.154:7207
CCTV-8高清,http://123.182.163.173:8989/rtp/239.254.201.155:7208
CCTV-16[4K],http://123.182.163.173:8989/rtp/239.254.201.150:6345
CCTV-奥林匹克 4K,http://123.182.163.173:8989/rtp/239.254.200.7:6346
三佳购物,http://123.182.163.173:8989/rtp/239.254.200.143:6000
优购物,http://123.182.163.173:8989/rtp/239.254.201.78:6283
快乐购,http://123.182.163.173:8989/rtp/239.254.201.79:7196
家有购物,http://123.182.163.173:8989/rtp/239.254.201.80:7192
聚鲨环球精选,http://123.182.163.173:8989/rtp/239.254.201.81:7191
家家购物,http://123.182.163.173:8989/rtp/239.254.201.144:7262
石家庄新闻综合,http://123.182.163.173:8989/rtp/239.254.200.157:6000
石家庄娱乐,http://123.182.163.173:8989/rtp/239.254.200.29:6000
石家庄生活,http://123.182.163.173:8989/rtp/239.254.200.30:6000
石家庄都市,http://123.182.163.173:8989/rtp/239.254.200.31:6000
承德新闻综合,http://123.182.163.173:8989/rtp/239.254.200.32:6000
承德公共,http://123.182.163.173:8989/rtp/239.254.200.33:6000
张家口新闻综合,http://123.182.163.173:8989/rtp/239.254.200.35:6000
张家口公共,http://123.182.163.173:8989/rtp/239.254.200.36:6000
秦皇岛新闻综合,http://123.182.163.173:8989/rtp/239.254.200.39:6000
秦皇岛公共,http://123.182.163.173:8989/rtp/239.254.200.40:6000
秦皇岛影视,http://123.182.163.173:8989/rtp/239.254.200.41:6000
唐山新闻综合,http://123.182.163.173:8989/rtp/239.254.200.166:6000
唐山生活服务,http://123.182.163.173:8989/rtp/239.254.200.167:6000
唐山影视,http://123.182.163.173:8989/rtp/239.254.200.168:6000
唐山公共,http://123.182.163.173:8989/rtp/239.254.200.169:6000
廊坊新闻,http://123.182.163.173:8989/rtp/239.254.200.183:6000
廊坊公共,http://123.182.163.173:8989/rtp/239.254.200.184:6000
沧州新闻综合,http://123.182.163.173:8989/rtp/239.254.200.42:6000
沧州公共,http://123.182.163.173:8989/rtp/239.254.200.43:6000
沧州影视娱乐,http://123.182.163.173:8989/rtp/239.254.200.44:6000
保定新闻综合,http://123.182.163.173:8989/rtp/239.254.200.144:6000
保定公共频道,http://123.182.163.173:8989/rtp/239.254.200.145:6000
保定生活健康,http://123.182.163.173:8989/rtp/239.254.200.146:6000
衡水新闻综合,http://123.182.163.173:8989/rtp/239.254.200.147:6000
衡水公共,http://123.182.163.173:8989/rtp/239.254.200.149:6000
邢台综合,http://123.182.163.173:8989/rtp/239.254.200.150:6000
邢台城市生活,http://123.182.163.173:8989/rtp/239.254.200.152:6000
邯郸新闻综合,http://123.182.163.173:8989/rtp/239.254.200.153:6000
邯郸公共,http://123.182.163.173:8989/rtp/239.254.200.154:6000
邯郸科技教育,http://123.182.163.173:8989/rtp/239.254.200.155:6000
湖南卫视,http://123.182.163.173:8989/rtp/239.254.200.48:8012
浙江卫视,http://123.182.163.173:8989/rtp/239.254.200.53:8036
江苏卫视,http://123.182.163.173:8989/rtp/239.254.200.51:8028
安徽卫视,http://123.182.163.173:8989/rtp/239.254.200.163:6000
东南卫视,http://123.182.163.173:8989/rtp/239.254.201.13:6291
北京卫视,http://123.182.163.173:8989/rtp/239.254.200.47:8024
天津卫视,http://123.182.163.173:8989/rtp/239.254.200.54:1234
辽宁卫视,http://123.182.163.173:8989/rtp/239.254.200.57:8056
山东卫视,http://123.182.163.173:8989/rtp/239.254.200.55:8052
云南卫视,http://123.182.163.173:8989/rtp/239.254.200.68:8108
河南卫视,http://123.182.163.173:8989/rtp/239.254.201.16:7174
黑龙江卫视,http://123.182.163.173:8989/rtp/239.254.200.49:8016
四川卫视,http://123.182.163.173:8989/rtp/239.254.200.202:6325
江西卫视,http://123.182.163.173:8989/rtp/239.254.201.12:6290
贵州卫视,http://123.182.163.173:8989/rtp/239.254.201.20:6315
深圳卫视,http://123.182.163.173:8989/rtp/239.254.200.50:8020
湖北卫视,http://123.182.163.173:8989/rtp/239.254.200.164:6000
东方卫视,http://123.182.163.173:8989/rtp/239.254.200.52:8032
重庆卫视,http://123.182.163.173:8989/rtp/239.254.200.203:6323
山西卫视,http://123.182.163.173:8989/rtp/239.254.200.83:8172
广东卫视,http://123.182.163.173:8989/rtp/239.254.200.56:8048
广西卫视,http://123.182.163.173:8989/rtp/239.254.200.80:8300
吉林卫视,http://123.182.163.173:8989/rtp/239.254.201.15:6339
陕西卫视,http://123.182.163.173:8989/rtp/239.254.200.82:8140
内蒙古卫视,http://123.182.163.173:8989/rtp/239.254.200.84:8176
青海卫视,http://123.182.163.173:8989/rtp/239.254.200.85:8184
海南卫视,http://123.182.163.173:8989/rtp/239.254.201.125:6288
宁夏卫视,http://123.182.163.173:8989/rtp/239.254.200.87:8124
西藏卫视,http://123.182.163.173:8989/rtp/239.254.200.88:8164
新疆卫视,http://123.182.163.173:8989/rtp/239.254.200.89:8160
甘肃卫视,http://123.182.163.173:8989/rtp/239.254.200.90:8188
kaku少儿,http://123.182.163.173:8989/rtp/239.254.200.91:9248
金鹰卡通,http://123.182.163.173:8989/rtp/239.254.200.92:9252
嘉佳卡通,http://123.182.163.173:8989/rtp/239.254.201.201:7269
优漫卡通,http://123.182.163.173:8989/rtp/239.254.201.203:7178
山东教育,http://123.182.163.173:8989/rtp/239.254.200.247:4120
纪实人文高清,http://123.182.163.173:8989/rtp/239.254.200.58:8060
CETV-1高清,http://123.182.163.173:8989/rtp/239.254.200.225:6259
BTV冬奥纪实,http://123.182.163.173:8989/rtp/239.254.200.188:6311
金鹰纪实高清,http://123.182.163.173:8989/rtp/239.254.200.189:6293
电视指南,http://123.182.163.173:8989/rtp/239.254.200.142:6256
第一剧场,http://123.182.163.173:8989/rtp/239.254.200.93:6227
风云剧场,http://123.182.163.173:8989/rtp/239.254.200.94:6228
怀旧剧场,http://123.182.163.173:8989/rtp/239.254.200.95:6229
风云音乐,http://123.182.163.173:8989/rtp/239.254.200.96:6230
风云足球,http://123.182.163.173:8989/rtp/239.254.200.97:6231
高尔夫网球,http://123.182.163.173:8989/rtp/239.254.200.98:6232
天元围棋,http://123.182.163.173:8989/rtp/239.254.201.156:6270
武术世界,http://123.182.163.173:8989/rtp/239.254.200.100:6234
兵器科技,http://123.182.163.173:8989/rtp/239.254.200.101:6235
世界地理,http://123.182.163.173:8989/rtp/239.254.200.102:6236
老故事,http://123.182.163.173:8989/rtp/239.254.200.104:6237
环球奇观,http://123.182.163.173:8989/rtp/239.254.200.105:6238
文物宝库,http://123.182.163.173:8989/rtp/239.254.200.106:6239
国学,http://123.182.163.173:8989/rtp/239.254.200.107:6255
茶频道,http://123.182.163.173:8989/rtp/239.254.200.228:6258
女性时尚,http://123.182.163.173:8989/rtp/239.254.200.110:6241
文化精品,http://123.182.163.173:8989/rtp/239.254.200.111:6251
早期教育,http://123.182.163.173:8989/rtp/239.254.200.114:6244
快乐垂钓,http://123.182.163.173:8989/rtp/239.254.200.229:6257
书画,http://123.182.163.173:8989/rtp/239.254.200.217:6267
摄影,http://123.182.163.173:8989/rtp/239.254.200.119:6246
梨园,http://123.182.163.173:8989/rtp/239.254.200.120:6247
靓妆,http://123.182.163.173:8989/rtp/239.254.200.122:6249
汽摩,http://123.182.163.173:8989/rtp/239.254.200.103:6252
CETV-2,http://123.182.163.173:8989/rtp/239.254.200.226:6260
CETV-4,http://123.182.163.173:8989/rtp/239.254.200.227:6261
游戏竞技,http://123.182.163.173:8989/rtp/239.254.201.157:6269
中学生,http://123.182.163.173:8989/rtp/239.254.200.113:6243
新动漫,http://123.182.163.173:8989/rtp/239.254.201.158:7170
网络棋牌,http://123.182.163.173:8989/rtp/239.254.201.159:7169
先锋乒羽,http://123.182.163.173:8989/rtp/239.254.201.160:7172
环球旅游,http://123.182.163.173:8989/rtp/239.254.201.161:6264
车迷,http://123.182.163.173:8989/rtp/239.254.201.162:6266
游戏风云,http://123.182.163.173:8989/rtp/239.254.201.163:6354
欢笑剧场,http://123.182.163.173:8989/rtp/239.254.201.164:6355
全纪实,http://123.182.163.173:8989/rtp/239.254.201.200:6356
动漫秀场,http://123.182.163.173:8989/rtp/239.254.201.165:6358
生活时尚,http://123.182.163.173:8989/rtp/239.254.201.166:6359
都市剧场,http://123.182.163.173:8989/rtp/239.254.201.167:6360
极速汽车,http://123.182.163.173:8989/rtp/239.254.201.168:6362
足球频道,http://123.182.163.173:8989/rtp/239.254.201.169:6341
体育赛事,http://123.182.163.173:8989/rtp/239.254.201.170:8176
央视台球,http://123.182.163.173:8989/rtp/239.254.201.171:7176
冰雪体育,http://123.182.163.173:8989/rtp/239.254.201.172:7244
马拉松,http://123.182.163.173:8989/rtp/239.254.201.173:7246
每日健身,http://123.182.163.173:8989/rtp/239.254.201.174:7245
音像世界（DOXTV）,http://123.182.163.173:8989/rtp/239.254.201.175:7243
求索纪录,http://123.182.163.173:8989/rtp/239.254.201.176:7221
陶瓷,http://123.182.163.173:8989/rtp/239.254.201.21:7175
七彩戏剧,http://123.182.163.173:8989/rtp/239.254.201.180:7213
东方财经,http://123.182.163.173:8989/rtp/239.254.201.181:7214
金色学堂,http://123.182.163.173:8989/rtp/239.254.201.182:7227
法治天地,http://123.182.163.173:8989/rtp/239.254.201.183:7226
中华特产,http://123.182.163.173:8989/rtp/239.254.201.184:6263
四海钓鱼,http://123.182.163.173:8989/rtp/239.254.201.185:6363
优优宝贝,http://123.182.163.173:8989/rtp/239.254.201.186:6272
生态环境,http://123.182.163.173:8989/rtp/239.254.201.187:6226
家庭理财,http://123.182.163.173:8989/rtp/239.254.201.188:6366
财富天下,http://123.182.163.173:8989/rtp/239.254.200.124:6370
中华美食,http://123.182.163.173:8989/rtp/239.254.201.189:7171
电视指南高清,http://123.182.163.173:8989/rtp/239.254.201.217:7250
第一剧场高清,http://123.182.163.173:8989/rtp/239.254.201.218:7258
风云剧场高清,http://123.182.163.173:8989/rtp/239.254.201.219:7257
怀旧剧场高清,http://123.182.163.173:8989/rtp/239.254.201.220:7256
风云音乐高清,http://123.182.163.173:8989/rtp/239.254.201.221:7259
风云足球高清,http://123.182.163.173:8989/rtp/239.254.201.222:7251
高尔夫网球高清,http://123.182.163.173:8989/rtp/239.254.201.223:7252
武术世界高清,http://123.182.163.173:8989/rtp/239.254.201.224:7229
兵器科技高清,http://123.182.163.173:8989/rtp/239.254.201.225:7249
世界地理高清,http://123.182.163.173:8989/rtp/239.254.201.226:7254
文物宝库高清,http://123.182.163.173:8989/rtp/239.254.201.227:7230
女性时尚高清,http://123.182.163.173:8989/rtp/239.254.201.228:7255
文化精品高清,http://123.182.163.173:8989/rtp/239.254.201.229:7260
早期教育高清,http://123.182.163.173:8989/rtp/239.254.201.230:7253
梨园高清,http://123.182.163.173:8989/rtp/239.254.201.231:7228
CCTV4中文国际欧洲,http://123.182.163.173:8989/rtp/239.254.201.205:4220
CCTV4中文国际美洲,http://123.182.163.173:8989/rtp/239.254.201.206:4220
CGTN 英文记录,http://123.182.163.173:8989/rtp/239.254.201.208:4220
CGTN 西班牙语,http://123.182.163.173:8989/rtp/239.254.201.209:4220
CGTN 法语,http://123.182.163.173:8989/rtp/239.254.201.210:4220
CGTN 阿拉伯语,http://123.182.163.173:8989/rtp/239.254.201.211:4220
CGTN 俄语,http://123.182.163.173:8989/rtp/239.254.201.212:4220
凤凰卫视电影台,http://123.182.163.173:8989/rtp/239.254.201.1:5214
凤凰卫视中文台,http://123.182.163.173:8989/rtp/239.254.201.2:5226
凤凰卫视资讯台,http://123.182.163.173:8989/rtp/239.254.201.3:5227
中国交通频道,http://123.182.163.173:8989/rtp/239.254.201.110:5181
元氏电视,http://123.182.163.173:8989/rtp/239.254.200.191:5169
无极电视,http://123.182.163.173:8989/rtp/239.254.200.220:5167
高邑电视,http://123.182.163.173:8989/rtp/239.254.201.24:5170
栾城电视,http://123.182.163.173:8989/rtp/239.254.200.215:5173
井陉矿区电视,http://123.182.163.173:8989/rtp/239.254.201.14:5175
赞皇电视,http://123.182.163.173:8989/rtp/239.254.200.244:5177
深泽电视,http://123.182.163.173:8989/rtp/239.254.201.108:5180
赵县电视,http://123.182.163.173:8989/rtp/239.254.201.111:5183
晋州电视,http://123.182.163.173:8989/rtp/239.254.201.127:5184
井陉电视,http://123.182.163.173:8989/rtp/239.254.201.215:6167
平泉电视,http://123.182.163.173:8989/rtp/239.254.200.177:5286
滦平电视,http://123.182.163.173:8989/rtp/239.254.201.4:5291
双滦电视,http://123.182.163.173:8989/rtp/239.254.201.63:5293
兴隆电视,http://123.182.163.173:8989/rtp/239.254.201.95:5295
隆化电视,http://123.182.163.173:8989/rtp/239.254.201.142:5296
鹿泉电视,http://123.182.163.173:8989/rtp/239.254.201.204:6166
任县电视,http://123.182.163.173:8989/rtp/239.254.201.115:5381
邯山电视,http://123.182.163.173:8989/rtp/239.254.201.116:5225
崇礼电视,http://123.182.163.173:8989/rtp/239.254.201.117:5267
顺平电视,http://123.182.163.173:8989/rtp/239.254.201.118:6257
张北电视,http://123.182.163.173:8989/rtp/239.254.201.130:5271
邱县电视,http://123.182.163.173:8989/rtp/239.254.201.129:6209
赤城电视,http://123.182.163.173:8989/rtp/239.254.201.131:5269
康保电视,http://123.182.163.173:8989/rtp/239.254.201.135:5270
遵化电视,http://123.182.163.173:8989/rtp/239.254.201.146:5202
昌黎电视,http://123.182.163.173:8989/rtp/239.254.201.61:5230
抚宁电视,http://123.182.163.173:8989/rtp/239.254.201.213:5232
卢龙电视,http://123.182.163.173:8989/rtp/239.254.201.216:5233
丰南电视,http://123.182.163.173:8989/rtp/239.254.200.218:5186
迁西电视,http://123.182.163.173:8989/rtp/239.254.201.26:5188
滦南电视,http://123.182.163.173:8989/rtp/239.254.201.22:5191
玉田电视,http://123.182.163.173:8989/rtp/239.254.201.28:5194
滦州电视,http://123.182.163.173:8989/rtp/239.254.201.30:5196
香河电视,http://123.182.163.173:8989/rtp/239.254.201.32:5306
大城电视,http://123.182.163.173:8989/rtp/239.254.201.34:5308
大厂电视,http://123.182.163.173:8989/rtp/239.254.201.71:5310
固安电视,http://123.182.163.173:8989/rtp/239.254.201.101:5312
文安电视,http://123.182.163.173:8989/rtp/239.254.201.103:5314
三河电视,http://123.182.163.173:8989/rtp/239.254.201.113:5315
永清电视,http://123.182.163.173:8989/rtp/239.254.201.141:5316
成安电视,http://123.182.163.173:8989/rtp/239.254.201.143:6210
魏县电视,http://123.182.163.173:8989/rtp/239.254.201.148:6211
霸州电视,http://123.182.163.173:8989/rtp/239.254.200.4:5313
渤海电视,http://123.182.163.173:8989/rtp/239.254.201.35:5327
黄骅电视,http://123.182.163.173:8989/rtp/239.254.201.36:5325
孟村电视,http://123.182.163.173:8989/rtp/239.254.201.38:5329
东光电视,http://123.182.163.173:8989/rtp/239.254.201.76:5331
青县电视,http://123.182.163.173:8989/rtp/239.254.201.112:5333
盐山电视,http://123.182.163.173:8989/rtp/239.254.201.114:5334
南皮电视,http://123.182.163.173:8989/rtp/239.254.201.119:5335
肃宁电视,http://123.182.163.173:8989/rtp/239.254.201.122:5336
吴桥电视,http://123.182.163.173:8989/rtp/239.254.201.138:5337
丰宁电视,http://123.182.163.173:8989/rtp/239.254.200.5:5290
定兴电视,http://123.182.163.173:8989/rtp/239.254.200.172:5246
阜平电视,http://123.182.163.173:8989/rtp/239.254.201.40:5248
涞水电视,http://123.182.163.173:8989/rtp/239.254.201.10:5250
满城电视,http://123.182.163.173:8989/rtp/239.254.200.222:5252
涞源电视,http://123.182.163.173:8989/rtp/239.254.200.213:5260
高碑店电视,http://123.182.163.173:8989/rtp/239.254.200.210:5254
涿州电视,http://123.182.163.173:8989/rtp/239.254.201.17:5261
唐县电视,http://123.182.163.173:8989/rtp/239.254.201.41:5264
曲阳电视,http://123.182.163.173:8989/rtp/239.254.200.242:5265
望都电视,http://123.182.163.173:8989/rtp/239.254.201.56:6246
定州电视,http://123.182.163.173:8989/rtp/239.254.201.74:6251
雄县电视,http://123.182.163.173:8989/rtp/239.254.201.94:6254
高阳电视,http://123.182.163.173:8989/rtp/239.254.201.96:6253
安新电视,http://123.182.163.173:8989/rtp/239.254.201.99:6255
容城电视,http://123.182.163.173:8989/rtp/239.254.201.102:6256
柏乡电视,http://123.182.163.173:8989/rtp/239.254.201.140:5383
涿鹿电视,http://123.182.163.173:8989/rtp/239.254.201.145:5272
徐水电视,http://123.182.163.173:8989/rtp/239.254.201.147:6260
大名电视,http://123.182.163.173:8989/rtp/239.254.201.149:6212
冀州电视,http://123.182.163.173:8989/rtp/239.254.200.179:5346
安平电视,http://123.182.163.173:8989/rtp/239.254.201.42:5348
景县电视,http://123.182.163.173:8989/rtp/239.254.200.240:5350
饶阳电视,http://123.182.163.173:8989/rtp/239.254.201.44:5353
深州电视,http://123.182.163.173:8989/rtp/239.254.201.46:5357
武邑电视,http://123.182.163.173:8989/rtp/239.254.201.8:5355
阜城电视,http://123.182.163.173:8989/rtp/239.254.201.98:5361
故城电视,http://123.182.163.173:8989/rtp/239.254.201.126:5362
枣强电视,http://123.182.163.173:8989/rtp/239.254.201.136:5363
清河电视,http://123.182.163.173:8989/rtp/239.254.200.170:5366
广宗电视,http://123.182.163.173:8989/rtp/239.254.201.50:5373
武安电视,http://123.182.163.173:8989/rtp/239.254.201.6:5216
宁晋电视,http://123.182.163.173:8989/rtp/239.254.201.51:5375
平乡电视,http://123.182.163.173:8989/rtp/239.254.201.53:5378
鸡泽电视,http://123.182.163.173:8989/rtp/239.254.201.60:5218
隆尧电视,http://123.182.163.173:8989/rtp/239.254.201.69:5379
广平电视,http://123.182.163.173:8989/rtp/239.254.201.70:5220
南和电视,http://123.182.163.173:8989/rtp/239.254.201.72:6000
临漳电视,http://123.182.163.173:8989/rtp/239.254.201.73:5221
内丘电视,http://123.182.163.173:8989/rtp/239.254.201.77:5380
涉县电视,http://123.182.163.173:8989/rtp/239.254.201.97:5222
迁安电视,http://123.182.163.173:8989/rtp/239.254.201.109:5199
肥乡电视,http://123.182.163.173:8989/rtp/239.254.201.105:5223
馆陶电视,http://123.182.163.173:8989/rtp/239.254.201.106:5224
乐亭电视,http://123.182.163.173:8989/rtp/239.254.201.107:5200
沙河电视,http://123.182.163.173:8989/rtp/239.254.200.181:5369
曲周电视,http://123.182.163.173:8989/rtp/239.254.200.236:5210
南宫电视,http://123.182.163.173:8989/rtp/239.254.201.48:5371
丰润电视,http://123.182.163.173:8989/rtp/239.254.201.58:5197
羽毛球专区,http://123.182.163.173:8989/rtp/239.254.201.214:7264
辅视角2-标清,http://123.182.163.173:8989/rtp/239.254.201.87:6000
辅视角3-标清,http://123.182.163.173:8989/rtp/239.254.201.88:6000
4k直播,http://123.182.163.173:8989/rtp/239.254.200.243:6000
临时直播频道2,http://123.182.163.173:8989/rtp/239.254.201.65:6000
临时直播频道3,http://123.182.163.173:8989/rtp/239.254.201.66:6000
临时直播频道4,http://123.182.163.173:8989/rtp/239.254.201.67:6000
临时直播频道5,http://123.182.163.173:8989/rtp/239.254.201.68:6000
SLTV,http://123.182.163.173:8989/rtp/239.254.201.100:5179
九屏直播频道,http://123.182.163.173:8989/rtp/239.254.200.248:6000
中式八球国际公开赛,http://123.182.163.173:8989/rtp/239.254.200.187:6000
河北杂技,http://121.24.98.224:8090/hls/60/index.m3u8
河北收视指南,http://121.24.98.224:8090/hls/44/index.m3u8
河北公共,http://121.24.98.224:8090/hls/31/index.m3u8
河北少儿科教,http://121.24.98.224:8090/hls/30/index.m3u8
河北影视,http://121.24.98.224:8090/hls/29/index.m3u8
河北都市,http://121.24.98.224:8090/hls/28/index.m3u8
河北农民,http://121.24.98.224:8090/hls/27/index.m3u8
河北卫视,http://121.24.98.224:8090/hls/25/index.m3u8
CCTV-1,http://121.24.98.224:8090/hls/9/index.m3u8
CCTV-2,http://121.24.98.224:8090/hls/10/index.m3u8
CCTV-3,http://121.24.98.224:8090/hls/11/index.m3u8
CCTV-4,http://121.24.98.224:8090/hls/12/index.m3u8
CCTV-5,http://121.24.98.224:8090/hls/13/index.m3u8
CCTV-6,http://121.24.98.224:8090/hls/14/index.m3u8
CCTV-17,http://121.24.98.224:8090/hls/15/index.m3u8
CCTV-8,http://121.24.98.224:8090/hls/16/index.m3u8
CCTV-9,http://121.24.98.224:8090/hls/17/index.m3u8
CCTV-10,http://121.24.98.224:8090/hls/18/index.m3u8
CCTV-11,http://121.24.98.224:8090/hls/19/index.m3u8
CCTV-12,http://121.24.98.224:8090/hls/20/index.m3u8
CCTV-13,http://121.24.98.224:8090/hls/21/index.m3u8
CCTV-14,http://121.24.98.224:8090/hls/22/index.m3u8
CCTV-15,http://121.24.98.224:8090/hls/23/index.m3u8
CCTV-中学生,http://121.24.98.224:8090/hls/24/index.m3u8
北京卫视,http://121.24.98.224:8090/hls/32/index.m3u8
天津卫视,http://121.24.98.224:8090/hls/33/index.m3u8
河南卫视,http://121.24.98.224:8090/hls/34/index.m3u8
山西卫视,http://121.24.98.224:8090/hls/35/index.m3u8
东南卫视,http://121.24.98.224:8090/hls/36/index.m3u8
吉林卫视,http://121.24.98.224:8090/hls/37/index.m3u8
江苏卫视,http://121.24.98.224:8090/hls/38/index.m3u8
山东卫视,http://121.24.98.224:8090/hls/39/index.m3u8
贵州卫视,http://121.24.98.224:8090/hls/40/index.m3u8
云南卫视,http://121.24.98.224:8090/hls/41/index.m3u8
黑龙江卫视,http://121.24.98.224:8090/hls/42/index.m3u8
梨园频道,http://121.24.98.224:8090/hls/45/index.m3u8
文物宝库,http://121.24.98.224:8090/hls/47/index.m3u8
宁夏卫视,http://121.24.98.224:8090/hls/49/index.m3u8
青海卫视,http://121.24.98.224:8090/hls/51/index.m3u8
旅游卫视,http://121.24.98.224:8090/hls/52/index.m3u8
兵团卫视,http://121.24.98.224:8090/hls/54/index.m3u8
江西卫视,http://121.24.98.224:8090/hls/55/index.m3u8
湖南卫视,http://121.24.98.224:8090/hls/56/index.m3u8
湖北卫视,http://121.24.98.224:8090/hls/57/index.m3u8
四川卫视,http://121.24.98.224:8090/hls/58/index.m3u8
新疆卫视,http://121.24.98.224:8090/hls/61/index.m3u8
永年新闻综合,http://121.24.98.224:8090/hls/62/index.m3u8
健康频道,http://121.24.98.224:8090/hls/63/index.m3u8
永年民生,http://121.24.98.224:8090/hls/64/index.m3u8
永年影视,http://121.24.98.224:8090/hls/65/index.m3u8
陶瓷,http://121.24.98.224:8090/hls/66/index.m3u8
CETV-1,http://121.24.98.224:8090/hls/67/index.m3u8
西藏卫视,http://121.24.98.224:8090/hls/68/index.m3u8
三佳购物,http://121.24.98.224:8090/hls/69/index.m3u8
凤凰资讯,http://121.24.98.224:8090/hls/70/index.m3u8
金鹰卡通,http://121.24.98.224:8090/hls/72/index.m3u8
中华美食,http://121.24.98.224:8090/hls/73/index.m3u8
游戏竞技,http://121.24.98.224:8090/hls/74/index.m3u8
中国交通,http://121.24.98.224:8090/hls/76/index.m3u8
上海东方,http://121.24.98.224:8090/hls/77/index.m3u8
重庆卫视,http://121.24.98.224:8090/hls/78/index.m3u8
